# Object: Mars
# Columns: time(s), |V(t)|(m/s), |A(t)|(m/s^2), O(t)
time,V,A,O
8.66225,0.06703,7.88076,0.05861
8.67909,0.09962,9.98848,-0.10981
8.69537,0.02393,7.25659,0.07579
8.71056,0.14521,9.14207,-0.07429
8.72566,0.12639,19.12784,0.18912
8.73982,0.05300,5.97039,-0.04115
8.75528,0.07112,7.19292,-0.06276
8.77245,0.11184,12.10295,0.09956
8.78696,0.15072,16.07309,-0.16911
8.80315,0.09031,14.13213,0.03895
8.81934,0.05205,6.83166,0.07663
8.83705,0.10757,9.83543,-0.10396
8.85217,0.17611,17.22028,-0.00442
8.86850,0.10662,15.15331,0.09766
8.88702,0.18937,19.14131,-0.04045
8.90204,0.11389,20.11411,0.10810
8.91617,0.04724,6.48757,-0.03342
8.93103,0.11517,6.57177,0.02864
8.94576,0.16048,12.13429,0.04073
8.96130,0.10572,17.58359,-0.04443
8.97581,0.05381,4.05652,-0.00826
8.98998,0.08341,7.24250,0.01408
9.00469,0.15788,12.40009,-0.03096
9.01909,0.18226,19.09703,-0.08749
9.03447,0.15379,18.71608,0.18030
9.04989,0.21272,20.79829,-0.19953
9.06420,0.27912,16.48628,0.08699
9.08695,0.15438,12.07951,0.10338
9.10684,0.21536,9.37035,-0.10483
9.12210,0.25809,13.72325,0.14595
9.13591,0.51915,33.67238,-0.33696
9.14930,0.21587,30.62702,0.29542
9.16350,0.53015,29.71065,-0.27702
9.17870,0.27880,26.86743,-0.19347
9.19535,0.75261,36.58540,0.32299
9.21070,0.44914,19.30367,-0.21647
9.23268,0.57838,9.78523,-0.07782
9.25849,0.44744,10.17258,-0.10297
9.27861,1.08454,35.22675,-0.07964
9.29686,0.50201,30.99985,0.13237
9.31590,0.51700,26.75737,-0.23708
9.33216,1.40311,69.95822,-0.07435
9.34981,1.13750,105.20670,-1.04656
9.36541,1.26657,96.83346,-0.90733
9.38229,0.85494,34.11946,-0.38282
9.39888,1.56927,61.77667,-0.51719
9.41433,0.97162,47.98017,0.28552
9.42960,1.62434,41.34000,-0.14285
9.44707,1.81111,83.64081,0.29844
9.46241,0.65399,80.92955,0.83284
9.47903,1.34213,65.73961,0.70652
9.49476,1.00099,29.80434,-0.20502
9.50925,0.29333,44.90353,-0.40103
9.52572,0.58924,19.31933,-0.10341
9.54307,0.58402,43.32300,0.18143
9.55978,0.58836,39.52838,0.15144
9.57429,0.27114,18.62662,0.10351
9.59658,0.86211,34.30406,0.13960
9.61417,0.66898,27.36160,0.30637
9.63034,0.42710,16.02036,-0.09482
9.64552,0.48296,14.22771,-0.14761
9.66284,0.77926,25.87685,0.01954
9.67755,0.60868,12.87437,0.11445
9.69238,0.21486,26.53114,-0.29465
9.70790,0.51361,20.98013,-0.13560
9.72446,0.32403,11.32194,-0.02546
9.74254,0.56189,15.48291,0.03343
9.76000,0.15193,30.24280,0.06934
9.77510,0.88517,56.72406,-0.51822
9.78913,0.64967,21.99252,0.22958
9.80391,1.08136,31.66258,0.34152
9.82003,1.30360,33.99864,0.05176
9.83520,0.81762,41.90199,-0.39773
9.85108,0.89195,10.43772,-0.07325
9.86640,0.71162,21.03214,0.08558
9.88260,1.16687,38.25441,0.40165
9.89739,1.21826,7.30057,0.02255
9.91297,0.75141,49.10912,-0.53735
9.92766,0.76810,11.98163,-0.10477
9.94459,1.20514,58.11099,-0.37922
9.96106,0.75914,35.64846,0.32016
9.97647,0.54530,44.24924,0.24214
9.99209,1.22026,73.62901,-0.39661
10.00755,1.22587,30.74012,-0.34427
10.02301,0.70789,33.89099,-0.21175
10.03923,1.86728,83.48309,-0.51516
10.05533,0.80553,64.81487,-0.05808
10.07212,2.44802,123.04330,1.05364
10.08662,1.67066,48.10927,0.23865
10.10870,2.96546,82.77531,0.21569
10.12711,1.07766,122.59130,1.16425
10.14308,1.85673,46.88430,-0.12918
10.16081,1.69852,27.83710,-0.24988
10.17795,1.04184,44.59878,0.15145
10.19335,1.69372,45.74489,0.20274
10.20949,0.31291,113.52010,-0.35328
10.22373,3.30222,226.64020,-2.46795
10.23771,2.05129,87.89361,-0.95756
10.25305,0.44470,121.71630,1.35386
10.26696,1.20661,52.31308,0.29925
10.28259,2.75622,102.60610,0.37406
10.29784,0.75932,89.50283,-0.63949
10.32032,1.37310,22.45787,-0.14674
10.34767,1.75460,21.06997,0.23486
10.36656,0.83992,60.10685,0.03887
10.38204,2.58679,127.90910,-1.41975
10.39580,2.25436,29.82229,-0.29685
10.41203,0.92436,89.62881,-0.65335
10.42746,1.74167,58.34477,-0.20653
10.44318,1.33357,26.42367,0.03057
10.45929,3.13721,122.57800,0.38204
10.47439,0.81677,129.10600,-0.15854
10.49240,1.78724,64.21535,0.15510
10.50816,1.01492,52.67789,0.59092
10.52341,1.45979,29.51104,0.29611
10.53934,1.34132,8.20340,0.03425
10.55504,1.52215,18.22992,-0.04536
10.57539,0.75452,52.86493,0.04773
10.59255,0.95642,8.97833,0.06604
10.61516,0.52225,28.69925,0.00050
10.63226,0.57495,6.55736,-0.05564
10.64698,0.58897,18.67654,0.17490
10.66063,0.46609,13.16875,-0.13071
10.67589,0.28705,21.86119,0.19583
10.69024,0.16570,9.87121,-0.05794
10.70527,0.34308,20.94983,-0.06915
10.72050,0.41572,15.43484,-0.01222
10.73858,0.37261,38.01207,0.28187
10.75345,0.52592,10.43145,-0.09097
10.76924,0.51755,4.84454,-0.02442
10.78799,0.52858,6.38460,-0.07136
10.80438,1.26719,45.03474,-0.48750
10.82089,0.82568,28.03093,-0.03815
10.83670,1.35282,44.54668,0.49307
10.85088,0.58929,63.97454,-0.25371
10.86631,1.92529,101.87960,-0.33268
10.88246,0.70190,98.89834,-1.10038
10.89818,2.15058,116.91710,-1.30589
10.91411,1.44349,42.26119,-0.47190
10.93089,1.95540,55.82793,-0.57278
10.94734,1.47252,64.77823,-0.66095
10.96385,1.43066,5.49604,-0.04952
10.98068,0.96372,35.94061,-0.21809
10.99838,1.31611,32.74081,-0.28404
11.01465,1.25072,63.13404,0.00420
11.02840,1.61102,95.67262,1.07344
11.04272,2.26300,81.98277,0.91026
11.05834,1.20870,68.54196,0.31663
11.07383,1.27651,27.29058,-0.28180
11.08845,1.15898,10.03202,-0.10736
11.10440,1.05852,27.52741,0.28456
11.12558,2.20615,78.99032,0.43083
11.14327,1.43866,67.74688,0.72176
11.15883,1.32448,83.22571,0.80888
11.17578,1.35158,31.73231,0.05739
